,content,tags,question
775,The Siemens Acuson 9EVF4 is a convex array type probe.,"frozenset({'array type', '9EVF4', 'Siemens Acuson', 'probes'})",Is the Siemens Acuson 9EVF4 a convex array probe?
776,The Siemens Acuson 9EVF4 is a convex array type probe.,"frozenset({'array type', '9EVF4', 'Siemens Acuson', 'probes'})",What type of transducer is the Siemens Acuson 9EVF4?
777,"The Siemens Acuson 9EVF4 probe is suitable for the following applications: urological, endocavitary, obstetric, gynecological.","frozenset({'Siemens Acuson', '9EVF4', 'urological, endocavitary, obstetric, gynecological', 'probes', 'applications'})",What types of applications is the Siemens Acuson 9EVF4 probe suitable for?
778,"The Siemens Acuson 9EVF4 probe is suitable for the following applications: urological, endocavitary, obstetric, gynecological.","frozenset({'Siemens Acuson', '9EVF4', 'urological, endocavitary, obstetric, gynecological', 'probes', 'applications'})",Is the Siemens Acuson 9EVF4 probe used in urological procedures?
779,"The Siemens Acuson 9EVF4 probe is suitable for the following applications: urological, endocavitary, obstetric, gynecological.","frozenset({'Siemens Acuson', '9EVF4', 'urological, endocavitary, obstetric, gynecological', 'probes', 'applications'})",Can the Siemens Acuson 9EVF4 probe be used in obstetric and gynecological applications?
780,The Siemens Acuson 9EVF4 probe is currently out of stock or not available for sale.,"frozenset({'stock', '9EVF4', 'Siemens Acuson', 'probes'})",Is the Siemens Acuson 9EVF4 probe currently available for sale?
781,The Siemens Acuson 9EVF4 probe is currently out of stock or not available for sale.,"frozenset({'stock', '9EVF4', 'Siemens Acuson', 'probes'})",What status does the Siemens Acuson 9EVF4 probe have in terms of availability?
782,The Siemens Acuson 9EVF4 probe is currently out of stock or not available for sale.,"frozenset({'stock', '9EVF4', 'Siemens Acuson', 'probes'})",Can you purchase the Siemens Acuson 9EVF4 probe?
783,The frequency range of the Siemens Acuson 9EVF4 probe is 4.0 - 9.0 MHz.,"frozenset({'frequency', '9EVF4', 'Siemens Acuson', 'probes'})",What is the frequency range of the Siemens Acuson 9EVF4 probe?
784,The frequency range of the Siemens Acuson 9EVF4 probe is 4.0 - 9.0 MHz.,"frozenset({'frequency', '9EVF4', 'Siemens Acuson', 'probes'})",Is the frequency range of the Siemens Acuson 9EVF4 transducer within 5.0 - 10.0 MHz?
785,The frequency range of the Siemens Acuson 9EVF4 probe is 4.0 - 9.0 MHz.,"frozenset({'frequency', '9EVF4', 'Siemens Acuson', 'probes'})",Are there any other frequency options available for the Siemens Acuson 9EVF4 probe besides 4.0 - 9.0 MHz?
786,The HDI 5000 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'HDI 5000', 'ATL'})",Who makes the HDI 5000 ultrasound system?
787,The HDI 5000 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'HDI 5000', 'ATL'})",Is the HDI 5000 system a product of ATL?
788,The HDI 5000 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'HDI 5000', 'ATL'})",Is the manufacturer of the HDI 5000 system ATL?
789,"The ATL HDI 5000 ultrasound system is compatible with the following ATL probes: C3, C4-2, C5-2, C5-IVT, C7-4, C8-4v, C9-5ICT, CL 10-5, CT8-4, L10-5, L12-5, L7-4, MPT 7-4, P3-2, P4-1, P4-2, P5-3, P6-3, P7-4.","frozenset({'systems', 'HDI 5000', 'ATL', 'C3, C4-2, C5-2, C5-IVT, C7-4, C8-4v, C9-5ICT, CL 10-5, CT8-4, L10-5, L12-5, L7-4, MPT 7-4, P3-2, P4-1, P4-2, P5-3, P6-3, P7-4', 'compatibility'})",What ATL probes are compatible with the HDI 5000 ultrasound system?
790,"The ATL HDI 5000 ultrasound system is compatible with the following ATL probes: C3, C4-2, C5-2, C5-IVT, C7-4, C8-4v, C9-5ICT, CL 10-5, CT8-4, L10-5, L12-5, L7-4, MPT 7-4, P3-2, P4-1, P4-2, P5-3, P6-3, P7-4.","frozenset({'systems', 'HDI 5000', 'ATL', 'C3, C4-2, C5-2, C5-IVT, C7-4, C8-4v, C9-5ICT, CL 10-5, CT8-4, L10-5, L12-5, L7-4, MPT 7-4, P3-2, P4-1, P4-2, P5-3, P6-3, P7-4', 'compatibility'})",Does the ATL HDI 5000 system support the C3 probe?
791,"The ATL HDI 5000 ultrasound system is compatible with the following ATL probes: C3, C4-2, C5-2, C5-IVT, C7-4, C8-4v, C9-5ICT, CL 10-5, CT8-4, L10-5, L12-5, L7-4, MPT 7-4, P3-2, P4-1, P4-2, P5-3, P6-3, P7-4.","frozenset({'systems', 'HDI 5000', 'ATL', 'C3, C4-2, C5-2, C5-IVT, C7-4, C8-4v, C9-5ICT, CL 10-5, CT8-4, L10-5, L12-5, L7-4, MPT 7-4, P3-2, P4-1, P4-2, P5-3, P6-3, P7-4', 'compatibility'})",Can you use an L10-5 probe with the ATL HDI 5000 ultrasound system?
792,The HDI 1500 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'HDI 1500', 'ATL'})",Who manufactures the HDI 1500 ultrasound system?
793,The HDI 1500 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'HDI 1500', 'ATL'})",Is the HDI 1500 ultrasound system made by ATL?
794,The HDI 1500 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'HDI 1500', 'ATL'})",What company makes the HDI 1500 transducer?
795,"The ATL HDI 1500 ultrasound system is compatible with the following ATL probes: C5-2, C5-IVT, C7-4, C9-5ICT, L7-4.","frozenset({'systems', 'C5-2, C5-IVT, C7-4, C9-5ICT, L7-4', 'ATL', 'compatibility', 'HDI 1500'})",What ATL probes are compatible with the HDI 1500 ultrasound system?
796,"The ATL HDI 1500 ultrasound system is compatible with the following ATL probes: C5-2, C5-IVT, C7-4, C9-5ICT, L7-4.","frozenset({'systems', 'C5-2, C5-IVT, C7-4, C9-5ICT, L7-4', 'ATL', 'compatibility', 'HDI 1500'})",Does the HDI 1500 system work with the C5-IVT probe?
797,"The ATL HDI 1500 ultrasound system is compatible with the following ATL probes: C5-2, C5-IVT, C7-4, C9-5ICT, L7-4.","frozenset({'systems', 'C5-2, C5-IVT, C7-4, C9-5ICT, L7-4', 'ATL', 'compatibility', 'HDI 1500'})",Are the L7-4 and C9-5ICT probes suitable for use with the ATL HDI 1500?
798,The HDI 3000 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'HDI 3000', 'systems', 'ATL'})",Who makes the HDI 3000 ultrasound system?
799,The HDI 3000 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'HDI 3000', 'systems', 'ATL'})",Is the HDI 3000 ultrasound system manufactured by ATL?
800,The HDI 3000 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'HDI 3000', 'systems', 'ATL'})",What company produces the HDI 3000 transducer?
801,"The ATL HDI 3000 ultrasound system is compatible with the following ATL probes: C5-2, C5-IVT, C7-4, C8-4v, CL 10-5, CT8-4, L7-4.","frozenset({'HDI 3000', 'C5-2, C5-IVT, C7-4, C8-4v, CL 10-5, CT8-4, L7-4', 'systems', 'ATL', 'compatibility'})",What ATL ultrasound system probes is the ATL HDI 3000 compatible with?
802,"The ATL HDI 3000 ultrasound system is compatible with the following ATL probes: C5-2, C5-IVT, C7-4, C8-4v, CL 10-5, CT8-4, L7-4.","frozenset({'HDI 3000', 'C5-2, C5-IVT, C7-4, C8-4v, CL 10-5, CT8-4, L7-4', 'systems', 'ATL', 'compatibility'})",Which ATL probes are suitable for use with the ATL HDI 3000 system?
803,"The ATL HDI 3000 ultrasound system is compatible with the following ATL probes: C5-2, C5-IVT, C7-4, C8-4v, CL 10-5, CT8-4, L7-4.","frozenset({'HDI 3000', 'C5-2, C5-IVT, C7-4, C8-4v, CL 10-5, CT8-4, L7-4', 'systems', 'ATL', 'compatibility'})","Are any of the following probes compatible with the ATL HDI 3000: C5-2, C5-IVT, C7-4, C8-4v, CL 10-5, CT8-4, L7-4?"
804,The HDI 3500 ultrasound system is made by ATL.,"frozenset({'HDI 3500', 'manufacturer', 'systems', 'ATL'})",Who manufactures the HDI 3500 ultrasound system?
805,The HDI 3500 ultrasound system is made by ATL.,"frozenset({'HDI 3500', 'manufacturer', 'systems', 'ATL'})",Is the HDI 3500 ultrasound system manufactured by ATL?
806,The HDI 3500 ultrasound system is made by ATL.,"frozenset({'HDI 3500', 'manufacturer', 'systems', 'ATL'})",Does the manufacturer of the HDI 3500 ultrasound system make this device?
807,"The ATL HDI 3500 ultrasound system is compatible with the following ATL probes: C5-2, C5-IVT, C8-4v, CT8-4.","frozenset({'systems', 'C5-2, C5-IVT, C8-4v, CT8-4', 'ATL', 'compatibility', 'HDI 3500'})",What ATL probes are compatible with the HDI 3500 ultrasound system?
808,"The ATL HDI 3500 ultrasound system is compatible with the following ATL probes: C5-2, C5-IVT, C8-4v, CT8-4.","frozenset({'systems', 'C5-2, C5-IVT, C8-4v, CT8-4', 'ATL', 'compatibility', 'HDI 3500'})",Are the C5-2 and C8-4v probes compatible with the HDI 3500?
809,"The ATL HDI 3500 ultrasound system is compatible with the following ATL probes: C5-2, C5-IVT, C8-4v, CT8-4.","frozenset({'systems', 'C5-2, C5-IVT, C8-4v, CT8-4', 'ATL', 'compatibility', 'HDI 3500'})",Can you use the CT8-4 probe with the ATL HDI 3500 system?
810,The UM9 HDI ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'UM9 HDI', 'ATL'})",Who makes the UM9 HDI ultrasound system?
811,The UM9 HDI ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'UM9 HDI', 'ATL'})",Is the UM9 HDI ultrasound system an ATL product?
812,The UM9 HDI ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'UM9 HDI', 'ATL'})",What company produces the UM9 HDI ultrasound system?
813,"The ATL UM9 HDI ultrasound system is compatible with the following ATL probes: C5-IVT, C7-4, L7-4.","frozenset({'systems', 'UM9 HDI', 'ATL', 'compatibility', 'C5-IVT, C7-4, L7-4'})",What ATL probes are compatible with the ATL UM9 HDI ultrasound system?
814,"The ATL UM9 HDI ultrasound system is compatible with the following ATL probes: C5-IVT, C7-4, L7-4.","frozenset({'systems', 'UM9 HDI', 'ATL', 'compatibility', 'C5-IVT, C7-4, L7-4'})",Does the ATL UM9 HDI system work with the C5-IVT probe?
815,"The ATL UM9 HDI ultrasound system is compatible with the following ATL probes: C5-IVT, C7-4, L7-4.","frozenset({'systems', 'UM9 HDI', 'ATL', 'compatibility', 'C5-IVT, C7-4, L7-4'})",Is the L7-4 probe compatible with the ATL UM9 HDI ultrasound system?
816,The HDI 1000 ultrasound system is made by ATL.,"frozenset({'HDI 1000', 'systems', 'manufacturer', 'ATL'})",Who makes the HDI 1000 ultrasound system?
817,The HDI 1000 ultrasound system is made by ATL.,"frozenset({'HDI 1000', 'systems', 'manufacturer', 'ATL'})",Is the HDI 1000 ultrasound system a product of ATL?
818,The HDI 1000 ultrasound system is made by ATL.,"frozenset({'HDI 1000', 'systems', 'manufacturer', 'ATL'})",What company manufactures the HDI 1000 ultrasound system?
819,"The ATL HDI 1000 ultrasound system is compatible with the following ATL probes: C9-5ICT, CT8-4.","frozenset({'systems', 'ATL', 'compatibility', 'C9-5ICT, CT8-4', 'HDI 1000'})",What ATL probes are compatible with the ATL HDI 1000 ultrasound system?
820,"The ATL HDI 1000 ultrasound system is compatible with the following ATL probes: C9-5ICT, CT8-4.","frozenset({'systems', 'ATL', 'compatibility', 'C9-5ICT, CT8-4', 'HDI 1000'})",Are the C9-5ICT and CT8-4 probes compatible with the ATL HDI 1000 system?
821,"The ATL HDI 1000 ultrasound system is compatible with the following ATL probes: C9-5ICT, CT8-4.","frozenset({'systems', 'ATL', 'compatibility', 'C9-5ICT, CT8-4', 'HDI 1000'})",Can you use any ATL probes on the ATL HDI 1000 ultrasound system?
822,The HDI 4000 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'HDI 4000', 'ATL'})",Who manufactures the HDI 4000 ultrasound system?
823,The HDI 4000 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'HDI 4000', 'ATL'})",Is the HDI 4000 ultrasound system a product of ATL?
824,The HDI 4000 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'HDI 4000', 'ATL'})",Does the HDI 4000 ultrasound system have ATL as its manufacturer?
825,The ATL HDI 4000 ultrasound system is compatible with the following ATL probes: C9-5ICT.,"frozenset({'systems', 'C9-5ICT', 'HDI 4000', 'ATL', 'compatibility'})",Which ATL probes are compatible with the ATL HDI 4000 ultrasound system?
826,The ATL HDI 4000 ultrasound system is compatible with the following ATL probes: C9-5ICT.,"frozenset({'systems', 'C9-5ICT', 'HDI 4000', 'ATL', 'compatibility'})",Is the ATL HDI 4000 system compatible with the C9-5ICT probe?
827,The ATL HDI 4000 ultrasound system is compatible with the following ATL probes: C9-5ICT.,"frozenset({'systems', 'C9-5ICT', 'HDI 4000', 'ATL', 'compatibility'})",What ATL probes work with the ATL HDI 4000 ultrasound system?
828,The LOGIQ 700 ultrasound system is made by G.E..,"frozenset({'G.E.', 'LOGIQ 700', 'systems', 'manufacturer'})",Who makes the LOGIQ 700 ultrasound system?
829,The LOGIQ 700 ultrasound system is made by G.E..,"frozenset({'G.E.', 'LOGIQ 700', 'systems', 'manufacturer'})",Is the LOGIQ 700 ultrasound system a G.E. product?
830,The LOGIQ 700 ultrasound system is made by G.E..,"frozenset({'G.E.', 'LOGIQ 700', 'systems', 'manufacturer'})",What company produces the LOGIQ 700 transducer?
831,"The G.E. LOGIQ 700 ultrasound system is compatible with the following G.E. probes: 227s, 348c, 618c.","frozenset({'systems', 'G.E.', 'LOGIQ 700', '227s, 348c, 618c', 'compatibility'})",What GE probes are compatible with the LOGIQ 700 ultrasound system?
832,"The G.E. LOGIQ 700 ultrasound system is compatible with the following G.E. probes: 227s, 348c, 618c.","frozenset({'systems', 'G.E.', 'LOGIQ 700', '227s, 348c, 618c', 'compatibility'})",Is the 227s probe compatible with the LOGIQ 700 system?
833,"The G.E. LOGIQ 700 ultrasound system is compatible with the following G.E. probes: 227s, 348c, 618c.","frozenset({'systems', 'G.E.', 'LOGIQ 700', '227s, 348c, 618c', 'compatibility'})",Are all the listed GE probes suitable for use on the LOGIQ 700?
834,The Voluson 730 Pro ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'Voluson 730 Pro'})",Who manufactures the Voluson 730 Pro ultrasound system?
835,The Voluson 730 Pro ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'Voluson 730 Pro'})",What company makes the Voluson 730 Pro transducer?
836,The Voluson 730 Pro ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'Voluson 730 Pro'})",Is the Voluson 730 Pro system produced by General Electric?
837,The G.E. Voluson 730 Pro ultrasound system is compatible with the following G.E. probes: RAB2-5L.,"frozenset({'Voluson 730 Pro', 'systems', 'G.E.', 'compatibility', 'RAB2-5L'})",What G.E. probes are compatible with the Voluson 730 Pro ultrasound system?
838,The G.E. Voluson 730 Pro ultrasound system is compatible with the following G.E. probes: RAB2-5L.,"frozenset({'Voluson 730 Pro', 'systems', 'G.E.', 'compatibility', 'RAB2-5L'})",Does the Voluson 730 Pro ultrasound system support the RAB2-5L probe?
839,The G.E. Voluson 730 Pro ultrasound system is compatible with the following G.E. probes: RAB2-5L.,"frozenset({'Voluson 730 Pro', 'systems', 'G.E.', 'compatibility', 'RAB2-5L'})",Is the RAB2-5L probe a compatible option for the Voluson 730 Pro ultrasound system?
840,The Voluson 730 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson 730', 'systems'})",Who makes the Voluson 730 ultrasound system?
841,The Voluson 730 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson 730', 'systems'})",Is the Voluson 730 made by General Electric (G.E.)?
842,The Voluson 730 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson 730', 'systems'})",What company manufactures the Voluson 730 ultrasound device?
843,The G.E. Voluson 730 ultrasound system is compatible with the following G.E. probes: RAB2-5L.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson 730', 'RAB2-5L'})",What G.E. probes are compatible with the Voluson 730 ultrasound system?
844,The G.E. Voluson 730 ultrasound system is compatible with the following G.E. probes: RAB2-5L.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson 730', 'RAB2-5L'})",Is the Voluson 730 ultrasound system compatible with the RAB2-5L probe?
845,The G.E. Voluson 730 ultrasound system is compatible with the following G.E. probes: RAB2-5L.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson 730', 'RAB2-5L'})",Does the Voluson 730 ultrasound system support the use of the RAB2-5L transducer?
846,The Voluson E6 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson E6', 'systems'})",Who makes the Voluson E6 ultrasound system?
847,The Voluson E6 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson E6', 'systems'})",Is the Voluson E6 ultrasound system compatible with the RIC5-9D probe?
848,The Voluson E6 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson E6', 'systems'})",What type of ultrasound system is the Voluson E6?
849,The G.E. Voluson E6 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson E6', 'RIC5-9D'})",What G.E. probes are compatible with the Voluson E6 ultrasound system?
850,The G.E. Voluson E6 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson E6', 'RIC5-9D'})",Is the Voluson E6 system compatible with the RIC5-9D probe?
851,The G.E. Voluson E6 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson E6', 'RIC5-9D'})",Can you use a RIC5-9D probe on the Voluson E6 system?
852,The Voluson E8 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson E8', 'systems'})",Who makes the Voluson E8 ultrasound system?
853,The Voluson E8 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson E8', 'systems'})",Is the Voluson E8 made by a company other than G.E.?
854,The Voluson E8 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson E8', 'systems'})",Does G.E. manufacture the Voluson E8 ultrasound system?
855,The G.E. Voluson E8 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'RIC5-9D', 'Voluson E8'})",What GE probes are compatible with the Voluson E8 ultrasound system?
856,The G.E. Voluson E8 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'RIC5-9D', 'Voluson E8'})",Does the Voluson E8 system support the RIC5-9D probe?
857,The G.E. Voluson E8 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'RIC5-9D', 'Voluson E8'})",Is the RIC5-9D probe a compatible option for use with the Voluson E8 system?
858,The Voluson E10 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'Voluson E10'})",Who makes the Voluson E10 ultrasound system?
859,The Voluson E10 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'Voluson E10'})",Is the Voluson E10 made by G.E.?
860,The Voluson E10 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'Voluson E10'})",What company manufactures the Voluson E10?
861,The G.E. Voluson E10 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson E10', 'RIC5-9D'})",What G.E. probes are compatible with the Voluson E10 ultrasound system?
862,The G.E. Voluson E10 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson E10', 'RIC5-9D'})",Is the Voluson E10 system compatible with the G.E. RIC5-9D probe?
863,The G.E. Voluson E10 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson E10', 'RIC5-9D'})",Does the Voluson E10 system support only the RIC5-9D probe?
864,The LOGIQ S7 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'LOGIQ S7'})",Who makes the LOGIQ S7 ultrasound system?
865,The LOGIQ S7 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'LOGIQ S7'})",Is the LOGIQ S7 system compatible with the RIC5-9D probe?
866,The LOGIQ S7 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'LOGIQ S7'})",Does G.E. manufacture the LOGIQ S7 ultrasound system?
867,The G.E. LOGIQ S7 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'LOGIQ S7', 'RIC5-9D'})",What G.E. probes are compatible with the LOGIQ S7 ultrasound system?
868,The G.E. LOGIQ S7 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'LOGIQ S7', 'RIC5-9D'})",Is the G.E. LOGIQ S7 ultrasound system compatible with the RIC5-9D probe?
869,The G.E. LOGIQ S7 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'LOGIQ S7', 'RIC5-9D'})",Which G.E. probe is compatible with the LOGIQ S7 ultrasound system?
870,The LOGIQ S8 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'LOGIQ S8', 'systems'})",Who manufactures the LOGIQ S8 ultrasound system?
871,The LOGIQ S8 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'LOGIQ S8', 'systems'})",Is the LOGIQ S8 ultrasound system a product of General Electric (G.E.)?
872,The LOGIQ S8 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'LOGIQ S8', 'systems'})",Does the manufacturer of the LOGIQ S8 ultrasound system produce other medical devices?
873,The G.E. LOGIQ S8 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'LOGIQ S8', 'systems', 'G.E.', 'compatibility', 'RIC5-9D'})",What probes are compatible with the G.E. LOGIQ S8 ultrasound system?
874,The G.E. LOGIQ S8 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'LOGIQ S8', 'systems', 'G.E.', 'compatibility', 'RIC5-9D'})",Is the G.E. RIC5-9D probe compatible with the LOGIQ S8 system?
875,The G.E. LOGIQ S8 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'LOGIQ S8', 'systems', 'G.E.', 'compatibility', 'RIC5-9D'})",Which G.E. probe is suitable for use with the LOGIQ S8 system?
876,The Vivid E95 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Vivid E95', 'systems'})",Who manufactures the Vivid E95 ultrasound system?
877,The Vivid E95 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Vivid E95', 'systems'})",Is the Vivid E95 a G.E. ultrasound device?
878,The Vivid E95 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Vivid E95', 'systems'})",What company makes the Vivid E95 transducer?
879,The G.E. Vivid E95 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'Vivid E95', 'compatibility', 'RIC5-9D'})",What G.E. probes are compatible with the Vivid E95 ultrasound system?
880,The G.E. Vivid E95 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'Vivid E95', 'compatibility', 'RIC5-9D'})",Is the RIC5-9D probe compatible with the Voluson E6 system?
881,The G.E. Vivid E95 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'Vivid E95', 'compatibility', 'RIC5-9D'})",Which G.E. probe is compatible with both the LOGIQ S7 and LOGIQ E9 systems?
882,The LOGIQ E9 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'LOGIQ E9'})",Who manufactures the LOGIQ E9 ultrasound system?
883,The LOGIQ E9 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'LOGIQ E9'})",Is the LOGIQ E9 ultrasound system a product of General Electric?
884,The LOGIQ E9 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'LOGIQ E9'})",Does G.E. make the LOGIQ E9 ultrasound system?
885,The G.E. LOGIQ E9 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'RIC5-9D', 'LOGIQ E9'})",What G.E. probes are compatible with the LOGIQ E9 ultrasound system?
886,The G.E. LOGIQ E9 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'RIC5-9D', 'LOGIQ E9'})",Can the LOGIQ E9 system work with the RIC5-9D probe?
887,The G.E. LOGIQ E9 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'RIC5-9D', 'LOGIQ E9'})",Is the RIC5-9D probe a suitable option for use with the G.E. LOGIQ E9 system?
888,The LOGIQ E10 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'LOGIQ E10', 'systems'})",Who makes the LOGIQ E10 ultrasound system?
889,The LOGIQ E10 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'LOGIQ E10', 'systems'})",Is the LOGIQ E10 ultrasound system a General Electric product?
890,The LOGIQ E10 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'LOGIQ E10', 'systems'})",Does G.E. manufacture the LOGIQ E10 ultrasound system?
891,The G.E. LOGIQ E10 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'LOGIQ E10', 'compatibility', 'RIC5-9D'})",What G.E. probes are compatible with the LOGIQ E10 ultrasound system?
892,The G.E. LOGIQ E10 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'LOGIQ E10', 'compatibility', 'RIC5-9D'})",Is the RIC5-9D probe compatible with the LOGIQ E10 system?
893,The G.E. LOGIQ E10 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'LOGIQ E10', 'compatibility', 'RIC5-9D'})",Which G.E. probes work with the LOGIQ E10 ultrasound system?
894,The EPIQ 5 ultrasound system is made by Philips.,"frozenset({'EPIQ 5', 'systems', 'Philips', 'manufacturer'})",Who makes the EPIQ 5 ultrasound system?
895,The EPIQ 5 ultrasound system is made by Philips.,"frozenset({'EPIQ 5', 'systems', 'Philips', 'manufacturer'})",Is the EPIQ 5 system made by Philips?
896,The EPIQ 5 ultrasound system is made by Philips.,"frozenset({'EPIQ 5', 'systems', 'Philips', 'manufacturer'})",What company manufactures the EPIQ 5 transducer?
897,"The Philips EPIQ 5 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'EPIQ 5', 'Philips'})",What Philips ultrasound probes are compatible with the Philips EPIQ 5 system?
898,"The Philips EPIQ 5 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'EPIQ 5', 'Philips'})",Is the Philips EPIQ 5 system compatible with the C5-1 probe?
899,"The Philips EPIQ 5 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'EPIQ 5', 'Philips'})",Does the Philips EPIQ 5 system support the L12-3 transducer?
