content,tags,question,score
The HDI 3000 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'HDI 3000', 'systems', 'ATL'})",Who makes the HDI 3000 ultrasound system?,1
The HDI 3000 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'HDI 3000', 'systems', 'ATL'})",Is the HDI 3000 ultrasound system manufactured by ATL?,1
The HDI 3000 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'HDI 3000', 'systems', 'ATL'})",What company produces the HDI 3000 transducer?,1
"The ATL HDI 3000 ultrasound system is compatible with the following ATL probes: C5-2, C5-IVT, C7-4, C8-4v, CL 10-5, CT8-4, L7-4.","frozenset({'HDI 3000', 'C5-2, C5-IVT, C7-4, C8-4v, CL 10-5, CT8-4, L7-4', 'systems', 'ATL', 'compatibility'})",What ATL ultrasound system probes is the ATL HDI 3000 compatible with?,1
"The ATL HDI 3000 ultrasound system is compatible with the following ATL probes: C5-2, C5-IVT, C7-4, C8-4v, CL 10-5, CT8-4, L7-4.","frozenset({'HDI 3000', 'C5-2, C5-IVT, C7-4, C8-4v, CL 10-5, CT8-4, L7-4', 'systems', 'ATL', 'compatibility'})",Which ATL probes are suitable for use with the ATL HDI 3000 system?,1
"The ATL HDI 3000 ultrasound system is compatible with the following ATL probes: C5-2, C5-IVT, C7-4, C8-4v, CL 10-5, CT8-4, L7-4.","frozenset({'HDI 3000', 'C5-2, C5-IVT, C7-4, C8-4v, CL 10-5, CT8-4, L7-4', 'systems', 'ATL', 'compatibility'})","Are any of the following probes compatible with the ATL HDI 3000: C5-2, C5-IVT, C7-4, C8-4v, CL 10-5, CT8-4, L7-4?",1
The HDI 3500 ultrasound system is made by ATL.,"frozenset({'HDI 3500', 'manufacturer', 'systems', 'ATL'})",Who manufactures the HDI 3500 ultrasound system?,1
The HDI 3500 ultrasound system is made by ATL.,"frozenset({'HDI 3500', 'manufacturer', 'systems', 'ATL'})",Is the HDI 3500 ultrasound system manufactured by ATL?,1
The HDI 3500 ultrasound system is made by ATL.,"frozenset({'HDI 3500', 'manufacturer', 'systems', 'ATL'})",Does the manufacturer of the HDI 3500 ultrasound system make this device?,1
"The ATL HDI 3500 ultrasound system is compatible with the following ATL probes: C5-2, C5-IVT, C8-4v, CT8-4.","frozenset({'systems', 'C5-2, C5-IVT, C8-4v, CT8-4', 'ATL', 'compatibility', 'HDI 3500'})",What ATL probes are compatible with the HDI 3500 ultrasound system?,1
"The ATL HDI 3500 ultrasound system is compatible with the following ATL probes: C5-2, C5-IVT, C8-4v, CT8-4.","frozenset({'systems', 'C5-2, C5-IVT, C8-4v, CT8-4', 'ATL', 'compatibility', 'HDI 3500'})",Are the C5-2 and C8-4v probes compatible with the HDI 3500?,1
"The ATL HDI 3500 ultrasound system is compatible with the following ATL probes: C5-2, C5-IVT, C8-4v, CT8-4.","frozenset({'systems', 'C5-2, C5-IVT, C8-4v, CT8-4', 'ATL', 'compatibility', 'HDI 3500'})",Can you use the CT8-4 probe with the ATL HDI 3500 system?,1
The UM9 HDI ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'UM9 HDI', 'ATL'})",Who makes the UM9 HDI ultrasound system?,1
The UM9 HDI ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'UM9 HDI', 'ATL'})",Is the UM9 HDI ultrasound system an ATL product?,1
The UM9 HDI ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'UM9 HDI', 'ATL'})",What company produces the UM9 HDI ultrasound system?,1
"The ATL UM9 HDI ultrasound system is compatible with the following ATL probes: C5-IVT, C7-4, L7-4.","frozenset({'systems', 'UM9 HDI', 'ATL', 'compatibility', 'C5-IVT, C7-4, L7-4'})",What ATL probes are compatible with the ATL UM9 HDI ultrasound system?,1
"The ATL UM9 HDI ultrasound system is compatible with the following ATL probes: C5-IVT, C7-4, L7-4.","frozenset({'systems', 'UM9 HDI', 'ATL', 'compatibility', 'C5-IVT, C7-4, L7-4'})",Does the ATL UM9 HDI system work with the C5-IVT probe?,1
"The ATL UM9 HDI ultrasound system is compatible with the following ATL probes: C5-IVT, C7-4, L7-4.","frozenset({'systems', 'UM9 HDI', 'ATL', 'compatibility', 'C5-IVT, C7-4, L7-4'})",Is the L7-4 probe compatible with the ATL UM9 HDI ultrasound system?,1
The HDI 1000 ultrasound system is made by ATL.,"frozenset({'HDI 1000', 'systems', 'manufacturer', 'ATL'})",Who makes the HDI 1000 ultrasound system?,1
The HDI 1000 ultrasound system is made by ATL.,"frozenset({'HDI 1000', 'systems', 'manufacturer', 'ATL'})",Is the HDI 1000 ultrasound system a product of ATL?,1
The HDI 1000 ultrasound system is made by ATL.,"frozenset({'HDI 1000', 'systems', 'manufacturer', 'ATL'})",What company manufactures the HDI 1000 ultrasound system?,1
"The ATL HDI 1000 ultrasound system is compatible with the following ATL probes: C9-5ICT, CT8-4.","frozenset({'systems', 'ATL', 'compatibility', 'C9-5ICT, CT8-4', 'HDI 1000'})",What ATL probes are compatible with the ATL HDI 1000 ultrasound system?,1
"The ATL HDI 1000 ultrasound system is compatible with the following ATL probes: C9-5ICT, CT8-4.","frozenset({'systems', 'ATL', 'compatibility', 'C9-5ICT, CT8-4', 'HDI 1000'})",Are the C9-5ICT and CT8-4 probes compatible with the ATL HDI 1000 system?,1
"The ATL HDI 1000 ultrasound system is compatible with the following ATL probes: C9-5ICT, CT8-4.","frozenset({'systems', 'ATL', 'compatibility', 'C9-5ICT, CT8-4', 'HDI 1000'})",Can you use any ATL probes on the ATL HDI 1000 ultrasound system?,0
The HDI 4000 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'HDI 4000', 'ATL'})",Who manufactures the HDI 4000 ultrasound system?,1
The HDI 4000 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'HDI 4000', 'ATL'})",Is the HDI 4000 ultrasound system a product of ATL?,1
The HDI 4000 ultrasound system is made by ATL.,"frozenset({'manufacturer', 'systems', 'HDI 4000', 'ATL'})",Does the HDI 4000 ultrasound system have ATL as its manufacturer?,1
The ATL HDI 4000 ultrasound system is compatible with the following ATL probes: C9-5ICT.,"frozenset({'systems', 'C9-5ICT', 'HDI 4000', 'ATL', 'compatibility'})",Which ATL probes are compatible with the ATL HDI 4000 ultrasound system?,1
The ATL HDI 4000 ultrasound system is compatible with the following ATL probes: C9-5ICT.,"frozenset({'systems', 'C9-5ICT', 'HDI 4000', 'ATL', 'compatibility'})",Is the ATL HDI 4000 system compatible with the C9-5ICT probe?,1
The ATL HDI 4000 ultrasound system is compatible with the following ATL probes: C9-5ICT.,"frozenset({'systems', 'C9-5ICT', 'HDI 4000', 'ATL', 'compatibility'})",What ATL probes work with the ATL HDI 4000 ultrasound system?,1
The LOGIQ 700 ultrasound system is made by G.E..,"frozenset({'G.E.', 'LOGIQ 700', 'systems', 'manufacturer'})",Who makes the LOGIQ 700 ultrasound system?,1
The LOGIQ 700 ultrasound system is made by G.E..,"frozenset({'G.E.', 'LOGIQ 700', 'systems', 'manufacturer'})",Is the LOGIQ 700 ultrasound system a G.E. product?,1
The LOGIQ 700 ultrasound system is made by G.E..,"frozenset({'G.E.', 'LOGIQ 700', 'systems', 'manufacturer'})",What company produces the LOGIQ 700 transducer?,1
"The G.E. LOGIQ 700 ultrasound system is compatible with the following G.E. probes: 227s, 348c, 618c.","frozenset({'systems', 'G.E.', 'LOGIQ 700', '227s, 348c, 618c', 'compatibility'})",What GE probes are compatible with the LOGIQ 700 ultrasound system?,1
"The G.E. LOGIQ 700 ultrasound system is compatible with the following G.E. probes: 227s, 348c, 618c.","frozenset({'systems', 'G.E.', 'LOGIQ 700', '227s, 348c, 618c', 'compatibility'})",Is the 227s probe compatible with the LOGIQ 700 system?,1
"The G.E. LOGIQ 700 ultrasound system is compatible with the following G.E. probes: 227s, 348c, 618c.","frozenset({'systems', 'G.E.', 'LOGIQ 700', '227s, 348c, 618c', 'compatibility'})",Are all the listed GE probes suitable for use on the LOGIQ 700?,1
The Voluson 730 Pro ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'Voluson 730 Pro'})",Who manufactures the Voluson 730 Pro ultrasound system?,1
The Voluson 730 Pro ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'Voluson 730 Pro'})",What company makes the Voluson 730 Pro transducer?,1
The Voluson 730 Pro ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'Voluson 730 Pro'})",Is the Voluson 730 Pro system produced by General Electric?,1
The G.E. Voluson 730 Pro ultrasound system is compatible with the following G.E. probes: RAB2-5L.,"frozenset({'Voluson 730 Pro', 'systems', 'G.E.', 'compatibility', 'RAB2-5L'})",What G.E. probes are compatible with the Voluson 730 Pro ultrasound system?,1
The G.E. Voluson 730 Pro ultrasound system is compatible with the following G.E. probes: RAB2-5L.,"frozenset({'Voluson 730 Pro', 'systems', 'G.E.', 'compatibility', 'RAB2-5L'})",Does the Voluson 730 Pro ultrasound system support the RAB2-5L probe?,1
The G.E. Voluson 730 Pro ultrasound system is compatible with the following G.E. probes: RAB2-5L.,"frozenset({'Voluson 730 Pro', 'systems', 'G.E.', 'compatibility', 'RAB2-5L'})",Is the RAB2-5L probe a compatible option for the Voluson 730 Pro ultrasound system?,1
The Voluson 730 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson 730', 'systems'})",Who makes the Voluson 730 ultrasound system?,1
The Voluson 730 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson 730', 'systems'})",Is the Voluson 730 made by General Electric (G.E.)?,1
The Voluson 730 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson 730', 'systems'})",What company manufactures the Voluson 730 ultrasound device?,1
The G.E. Voluson 730 ultrasound system is compatible with the following G.E. probes: RAB2-5L.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson 730', 'RAB2-5L'})",What G.E. probes are compatible with the Voluson 730 ultrasound system?,1
The G.E. Voluson 730 ultrasound system is compatible with the following G.E. probes: RAB2-5L.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson 730', 'RAB2-5L'})",Is the Voluson 730 ultrasound system compatible with the RAB2-5L probe?,1
The G.E. Voluson 730 ultrasound system is compatible with the following G.E. probes: RAB2-5L.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson 730', 'RAB2-5L'})",Does the Voluson 730 ultrasound system support the use of the RAB2-5L transducer?,1
The Voluson E6 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson E6', 'systems'})",Who makes the Voluson E6 ultrasound system?,1
The Voluson E6 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson E6', 'systems'})",Is the Voluson E6 ultrasound system compatible with the RIC5-9D probe?,0
The Voluson E6 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson E6', 'systems'})",What type of ultrasound system is the Voluson E6?,1
The G.E. Voluson E6 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson E6', 'RIC5-9D'})",What G.E. probes are compatible with the Voluson E6 ultrasound system?,1
The G.E. Voluson E6 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson E6', 'RIC5-9D'})",Is the Voluson E6 system compatible with the RIC5-9D probe?,1
The G.E. Voluson E6 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson E6', 'RIC5-9D'})",Can you use a RIC5-9D probe on the Voluson E6 system?,1
The Voluson E8 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson E8', 'systems'})",Who makes the Voluson E8 ultrasound system?,1
The Voluson E8 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson E8', 'systems'})",Is the Voluson E8 made by a company other than G.E.?,0
The Voluson E8 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Voluson E8', 'systems'})",Does G.E. manufacture the Voluson E8 ultrasound system?,1
The G.E. Voluson E8 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'RIC5-9D', 'Voluson E8'})",What GE probes are compatible with the Voluson E8 ultrasound system?,1
The G.E. Voluson E8 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'RIC5-9D', 'Voluson E8'})",Does the Voluson E8 system support the RIC5-9D probe?,1
The G.E. Voluson E8 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'RIC5-9D', 'Voluson E8'})",Is the RIC5-9D probe a compatible option for use with the Voluson E8 system?,1
The Voluson E10 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'Voluson E10'})",Who makes the Voluson E10 ultrasound system?,1
The Voluson E10 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'Voluson E10'})",Is the Voluson E10 made by G.E.?,1
The Voluson E10 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'Voluson E10'})",What company manufactures the Voluson E10?,1
The G.E. Voluson E10 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson E10', 'RIC5-9D'})",What G.E. probes are compatible with the Voluson E10 ultrasound system?,1
The G.E. Voluson E10 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson E10', 'RIC5-9D'})",Is the Voluson E10 system compatible with the G.E. RIC5-9D probe?,1
The G.E. Voluson E10 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'Voluson E10', 'RIC5-9D'})",Does the Voluson E10 system support only the RIC5-9D probe?,1
The LOGIQ S7 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'LOGIQ S7'})",Who makes the LOGIQ S7 ultrasound system?,1
The LOGIQ S7 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'LOGIQ S7'})",Is the LOGIQ S7 system compatible with the RIC5-9D probe?,0
The LOGIQ S7 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'LOGIQ S7'})",Does G.E. manufacture the LOGIQ S7 ultrasound system?,1
The G.E. LOGIQ S7 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'LOGIQ S7', 'RIC5-9D'})",What G.E. probes are compatible with the LOGIQ S7 ultrasound system?,1
The G.E. LOGIQ S7 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'LOGIQ S7', 'RIC5-9D'})",Is the G.E. LOGIQ S7 ultrasound system compatible with the RIC5-9D probe?,1
The G.E. LOGIQ S7 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'LOGIQ S7', 'RIC5-9D'})",Which G.E. probe is compatible with the LOGIQ S7 ultrasound system?,1
The LOGIQ S8 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'LOGIQ S8', 'systems'})",Who manufactures the LOGIQ S8 ultrasound system?,1
The LOGIQ S8 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'LOGIQ S8', 'systems'})",Is the LOGIQ S8 ultrasound system a product of General Electric (G.E.)?,1
The LOGIQ S8 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'LOGIQ S8', 'systems'})",Does the manufacturer of the LOGIQ S8 ultrasound system produce other medical devices?,1
The G.E. LOGIQ S8 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'LOGIQ S8', 'systems', 'G.E.', 'compatibility', 'RIC5-9D'})",What probes are compatible with the G.E. LOGIQ S8 ultrasound system?,1
The G.E. LOGIQ S8 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'LOGIQ S8', 'systems', 'G.E.', 'compatibility', 'RIC5-9D'})",Is the G.E. RIC5-9D probe compatible with the LOGIQ S8 system?,1
The G.E. LOGIQ S8 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'LOGIQ S8', 'systems', 'G.E.', 'compatibility', 'RIC5-9D'})",Which G.E. probe is suitable for use with the LOGIQ S8 system?,1
The Vivid E95 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Vivid E95', 'systems'})",Who manufactures the Vivid E95 ultrasound system?,1
The Vivid E95 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Vivid E95', 'systems'})",Is the Vivid E95 a G.E. ultrasound device?,1
The Vivid E95 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'Vivid E95', 'systems'})",What company makes the Vivid E95 transducer?,1
The G.E. Vivid E95 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'Vivid E95', 'compatibility', 'RIC5-9D'})",What G.E. probes are compatible with the Vivid E95 ultrasound system?,1
The G.E. Vivid E95 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'Vivid E95', 'compatibility', 'RIC5-9D'})",Is the RIC5-9D probe compatible with the Voluson E6 system?,0
The G.E. Vivid E95 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'Vivid E95', 'compatibility', 'RIC5-9D'})",Which G.E. probe is compatible with both the LOGIQ S7 and LOGIQ E9 systems?,0
The LOGIQ E9 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'LOGIQ E9'})",Who manufactures the LOGIQ E9 ultrasound system?,1
The LOGIQ E9 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'LOGIQ E9'})",Is the LOGIQ E9 ultrasound system a product of General Electric?,1
The LOGIQ E9 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'systems', 'LOGIQ E9'})",Does G.E. make the LOGIQ E9 ultrasound system?,1
The G.E. LOGIQ E9 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'RIC5-9D', 'LOGIQ E9'})",What G.E. probes are compatible with the LOGIQ E9 ultrasound system?,1
The G.E. LOGIQ E9 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'RIC5-9D', 'LOGIQ E9'})",Can the LOGIQ E9 system work with the RIC5-9D probe?,1
The G.E. LOGIQ E9 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'compatibility', 'RIC5-9D', 'LOGIQ E9'})",Is the RIC5-9D probe a suitable option for use with the G.E. LOGIQ E9 system?,1
The LOGIQ E10 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'LOGIQ E10', 'systems'})",Who makes the LOGIQ E10 ultrasound system?,1
The LOGIQ E10 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'LOGIQ E10', 'systems'})",Is the LOGIQ E10 ultrasound system a General Electric product?,1
The LOGIQ E10 ultrasound system is made by G.E..,"frozenset({'G.E.', 'manufacturer', 'LOGIQ E10', 'systems'})",Does G.E. manufacture the LOGIQ E10 ultrasound system?,1
The G.E. LOGIQ E10 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'LOGIQ E10', 'compatibility', 'RIC5-9D'})",What G.E. probes are compatible with the LOGIQ E10 ultrasound system?,1
The G.E. LOGIQ E10 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'LOGIQ E10', 'compatibility', 'RIC5-9D'})",Is the RIC5-9D probe compatible with the LOGIQ E10 system?,1
The G.E. LOGIQ E10 ultrasound system is compatible with the following G.E. probes: RIC5-9D.,"frozenset({'systems', 'G.E.', 'LOGIQ E10', 'compatibility', 'RIC5-9D'})",Which G.E. probes work with the LOGIQ E10 ultrasound system?,1
The EPIQ 5 ultrasound system is made by Philips.,"frozenset({'EPIQ 5', 'systems', 'Philips', 'manufacturer'})",Who makes the EPIQ 5 ultrasound system?,1
The EPIQ 5 ultrasound system is made by Philips.,"frozenset({'EPIQ 5', 'systems', 'Philips', 'manufacturer'})",Is the EPIQ 5 system made by Philips?,1
The EPIQ 5 ultrasound system is made by Philips.,"frozenset({'EPIQ 5', 'systems', 'Philips', 'manufacturer'})",What company manufactures the EPIQ 5 transducer?,0
"The Philips EPIQ 5 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'EPIQ 5', 'Philips'})",What Philips ultrasound probes are compatible with the Philips EPIQ 5 system?,1
"The Philips EPIQ 5 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'EPIQ 5', 'Philips'})",Is the Philips EPIQ 5 system compatible with the C5-1 probe?,1
"The Philips EPIQ 5 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'EPIQ 5', 'Philips'})",Does the Philips EPIQ 5 system support the L12-3 transducer?,1
The EPIQ 7 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'EPIQ 7'})",Who manufactures the EPIQ 7 ultrasound system?,1
The EPIQ 7 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'EPIQ 7'})",Is the EPIQ 7 ultrasound system a product of Philips?,1
The EPIQ 7 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'EPIQ 7'})",Which company makes the EPIQ 7 transducer?,1
"The Philips EPIQ 7 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'EPIQ 7', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'Philips'})",What Philips probes are compatible with the Philips EPIQ 7 ultrasound system?,1
"The Philips EPIQ 7 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'EPIQ 7', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'Philips'})",Is the Philips EPIQ 7 ultrasound system compatible with the C9-3v probe?,1
"The Philips EPIQ 7 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'EPIQ 7', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'Philips'})",Does the Philips EPIQ 7 ultrasound system work with the L12-3 probe?,1
The CX50 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'CX50', 'Philips', 'systems'})",Who makes the CX50 ultrasound system?,1
The CX50 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'CX50', 'Philips', 'systems'})",Is the CX50 ultrasound system a Philips product?,1
The CX50 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'CX50', 'Philips', 'systems'})",Does Philips manufacture the CX50 ultrasound system?,1
"The Philips CX50 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'CX50', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'Philips'})",What Philips probes are compatible with the Philips CX50 ultrasound system?,1
"The Philips CX50 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'CX50', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'Philips'})",Is the Philips CX50 ultrasound system compatible with the L12-3 probe?,1
"The Philips CX50 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'CX50', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'Philips'})",Does the Philips CX50 system support the C9-3v transducer?,1
The Affiniti 70 ultrasound system is made by Philips.,"frozenset({'Affiniti 70', 'manufacturer', 'Philips', 'systems'})",Who makes the Affiniti 70 ultrasound system?,1
The Affiniti 70 ultrasound system is made by Philips.,"frozenset({'Affiniti 70', 'manufacturer', 'Philips', 'systems'})",Is the Affiniti 70 a Philips product?,1
The Affiniti 70 ultrasound system is made by Philips.,"frozenset({'Affiniti 70', 'manufacturer', 'Philips', 'systems'})",Does Philips manufacture the Affiniti 70 ultrasound system?,1
"The Philips Affiniti 70 ultrasound system is compatible with the following Philips probes: C5-1, L12-3, S4-2.","frozenset({'Affiniti 70', 'systems', 'C5-1, L12-3, S4-2', 'compatibility', 'Philips'})",What Philips probes are compatible with the Affiniti 70 ultrasound system?,1
"The Philips Affiniti 70 ultrasound system is compatible with the following Philips probes: C5-1, L12-3, S4-2.","frozenset({'Affiniti 70', 'systems', 'C5-1, L12-3, S4-2', 'compatibility', 'Philips'})",Is the C5-1 probe compatible with the Affiniti 70 system?,1
"The Philips Affiniti 70 ultrasound system is compatible with the following Philips probes: C5-1, L12-3, S4-2.","frozenset({'Affiniti 70', 'systems', 'C5-1, L12-3, S4-2', 'compatibility', 'Philips'})",Can you use the L12-3 probe on the Philips Affiniti 70 ultrasound system?,1
The iU22 ultrasound system is made by Philips.,"frozenset({'iU22', 'manufacturer', 'Philips', 'systems'})",Who manufactures the iU22 ultrasound system?,1
The iU22 ultrasound system is made by Philips.,"frozenset({'iU22', 'manufacturer', 'Philips', 'systems'})",Is the iU22 ultrasound system made by Philips?,1
The iU22 ultrasound system is made by Philips.,"frozenset({'iU22', 'manufacturer', 'Philips', 'systems'})",Does Philips make the iU22 ultrasound system?,1
"The Philips iU22 ultrasound system is compatible with the following Philips probes: C5-1, C8-5, L12-3, L15-7io, L17-5, S4-1, S4-2.","frozenset({'C5-1, C8-5, L12-3, L15-7io, L17-5, S4-1, S4-2', 'systems', 'Philips', 'compatibility', 'iU22'})",What Philips ultrasound probes is the iU22 system compatible with?,1
"The Philips iU22 ultrasound system is compatible with the following Philips probes: C5-1, C8-5, L12-3, L15-7io, L17-5, S4-1, S4-2.","frozenset({'C5-1, C8-5, L12-3, L15-7io, L17-5, S4-1, S4-2', 'systems', 'Philips', 'compatibility', 'iU22'})",Is the iU22 system compatible with the C8-5 probe?,1
"The Philips iU22 ultrasound system is compatible with the following Philips probes: C5-1, C8-5, L12-3, L15-7io, L17-5, S4-1, S4-2.","frozenset({'C5-1, C8-5, L12-3, L15-7io, L17-5, S4-1, S4-2', 'systems', 'Philips', 'compatibility', 'iU22'})",Which Philips probes does the iU22 system support?,1
The iE33 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'iE33'})",Who makes the iE33 ultrasound system?,1
The iE33 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'iE33'})",Is the iE33 ultrasound system a Philips product?,1
The iE33 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'iE33'})",Does Philips manufacture the iE33 ultrasound system?,1
"The Philips iE33 ultrasound system is compatible with the following Philips probes: C5-1, C8-5, L12-3, S4-1, S4-2.","frozenset({'C5-1, C8-5, L12-3, S4-1, S4-2', 'systems', 'compatibility', 'Philips', 'iE33'})","What Philips ultrasound system(s) is/are compatible with the C5-1, C8-5, L12-3, S4-1, and S4-2 probes?",1
